method,gt,eta,seed,nfe,gen_ppl,entropy,num_unique,num_samples
eflm,linear,4.0,2,8,17.110071182250977,3.9446892738342285,512,512
eflm,linear,4.0,3,8,18.653186798095703,3.8840854167938232,512,512
eflm,linear,8.0,1,8,20.99249839782715,4.0188751220703125,512,512
eflm,linear,8.0,2,8,20.856801986694336,4.057761192321777,512,512
eflm,linear,8.0,3,8,21.03888511657715,3.976996898651123,512,512
eflm,linear,16.0,1,8,36.847965240478516,4.262240886688232,512,512
eflm,linear,16.0,2,8,37.5306282043457,4.280451774597168,512,512
eflm,linear,16.0,3,8,34.77388000488281,4.1973347663879395,512,512
eflm,linear,32.0,1,8,147.51429748535156,4.409615516662598,512,512
eflm,linear,32.0,2,8,154.4796600341797,4.402260780334473,512,512
eflm,linear,32.0,3,8,146.28219604492188,4.32175350189209,512,512
eflm,linear,0.25,1,16,12.776346206665039,3.767714262008667,512,512
eflm,linear,0.5,1,16,12.830671310424805,3.777130603790283,512,512
eflm,linear,0.5,2,16,12.182648658752441,3.8112571239471436,512,512
eflm,linear,0.5,3,16,13.446859359741211,3.7664761543273926,512,512
eflm,linear,1.0,1,16,12.583576202392578,3.7936129570007324,512,512
eflm,linear,1.0,2,16,12.144145011901855,3.8323605060577393,512,512
eflm,linear,1.0,3,16,13.147577285766602,3.783267021179199,512,512
eflm,linear,2.0,1,16,12.594075202941895,3.837087631225586,512,512
eflm,linear,2.0,2,16,12.053773880004883,3.8662049770355225,512,512
eflm,linear,2.0,3,16,13.040388107299805,3.814117193222046,512,512
eflm,linear,4.0,1,16,12.393797874450684,3.883772373199463,512,512
eflm,linear,4.0,2,16,12.272350311279297,3.9012513160705566,512,512
eflm,linear,4.0,3,16,13.0346097946167,3.8645594120025635,512,512
eflm,linear,8.0,1,16,12.679574012756348,3.9320669174194336,512,512
eflm,linear,8.0,2,16,12.371275901794434,3.9599061012268066,512,512
eflm,linear,8.0,3,16,12.68834400177002,3.9172616004943848,512,512
eflm,linear,16.0,1,16,14.081215858459473,4.029691219329834,512,512
eflm,linear,16.0,2,16,14.083891868591309,4.069528579711914,512,512
eflm,linear,16.0,3,16,13.907442092895508,4.009183406829834,512,512
eflm,linear,32.0,1,16,19.839519500732422,4.220792770385742,512,512
eflm,linear,32.0,2,16,20.269323348999023,4.2526631355285645,512,512
